Session_Duration,Page_Views,Purchase_Amount,Bounce_Rate
50.22,15.0,327.64,13.34
15.69,16.0,386.49,29.17
6.85,14.0,4.53,48.77
59.72,17.0,261.06,1.23
20.77,9.0,291.5,59.5
11.74,11.0,163.56,77.45
11.49,11.0,158.72,76.72
25.91,17.0,0.65,53.59
6.41,13.0,250.49,26.2
18.45,10.0,442.28,71.77
45.67,11.0,464.73,67.74
15.57,8.0,354.92,9.41
52.45,2.0,127.69,80.7
20.74,11.0,213.87,76.18
46.25,5.0,415.14,64.2
58.12,9.0,402.38,67.83
55.24,3.0,463.5,10.93
5.96,1.0,263.38,39.34
7.41,17.0,262.28,42.91
36.01,11.0,340.05,61.15
13.72,15.0,234.88,26.18
53.36,2.0,464.53,42.09
23.66,10.0,244.52,73.75
46.98,6.0,46.51,55.08
17.01,1.0,153.7,48.66
58.98,4.0,192.92,0.9
4.69,14.0,132.68,53.36
6.46,10.0,321.61,82.65
24.04,12.0,258.43,77.04
5.7,2.0,494.81,45.5
7.42,17.0,189.01,23.7
46.51,2.0,278.43,86.61
31.81,12.0,147.58,50.97
23.83,16.0,55.95,74.89
40.14,16.0,479.99,46.53
48.72,5.0,142.0,30.83
5.48,3.0,407.77,40.95
46.68,12.0,310.4,82.57
40.58,10.0,109.03,27.42
36.35,,379.7,51.5
5.0,3.0,216.03,80.1
59.99,5.0,76.95,18.05
22.82,4.0,404.63,86.28
36.54,4.0,258.52,24.58
27.43,5.0,455.09,28.55
8.41,12.0,21.77,42.62
2.27,15.0,225.32,68.78
23.9,10.0,101.23,29.28
48.35,13.0,337.18,84.02
42.94,18.0,476.99,4.18
3.04,18.0,234.64,4.28
31.58,4.0,0.77,77.57
35.53,7.0,178.73,98.9
15.04,15.0,270.79,27.68
32.81,4.0,407.34,12.66
53.48,6.0,120.85,44.05
43.03,18.0,416.52,28.87
59.56,14.0,197.88,94.33
13.98,12.0,443.8,75.21
18.99,2.0,392.79,13.06
4.44,2.0,142.91,0.53
2.75,3.0,465.72,95.71
14.75,15.0,29.7,4.55
6.16,12.0,425.3,5.0
41.76,19.0,272.68,49.32
23.57,10.0,12.02,72.58
4.65,7.0,378.64,81.88
54.28,9.0,351.74,46.58
2.76,5.0,129.22,15.95
19.74,19.0,194.21,58.67
59.06,15.0,353.19,29.9
51.24,1.0,133.39,4.59
38.69,19.0,159.45,26.25
5.66,16.0,47.48,60.58
34.66,8.0,237.62,8.52
35.04,8.0,21.91,4.32
57.43,10.0,229.41,79.59
24.16,5.0,15.9,22.5
42.93,2.0,373.69,34.75
21.33,6.0,217.24,7.14
10.49,19.0,402.31,96.76
45.0,16.0,133.58,93.16
47.69,,75.54,69.46
35.43,18.0,272.92,72.52
17.82,12.0,335.74,69.04
12.4,2.0,395.29,72.39
27.86,6.0,81.88,30.57
44.91,2.0,86.43,46.4
30.1,8.0,438.97,91.15
24.45,13.0,132.35,53.41
57.29,,202.51,36.77
39.68,17.0,189.01,26.51
19.12,1.0,116.8,86.77
47.9,3.0,121.88,41.2
7.14,1.0,248.85,72.69
48.53,13.0,195.19,45.75
56.5,7.0,124.67,7.11
37.95,17.0,157.05,99.12
21.87,5.0,468.29,88.76
42.87,3.0,25.42,59.23
37.1,15.0,374.79,15.57
57.35,8.0,123.8,33.16
36.48,11.0,403.27,35.46
7.89,10.0,242.66,8.07
40.06,7.0,126.77,3.0
27.43,6.0,24.38,72.59
33.21,11.0,449.44,88.0
3.81,3.0,281.07,48.03
53.74,2.0,75.08,1.93
5.01,11.0,330.87,86.4
32.23,19.0,68.03,80.79
44.92,4.0,239.96,82.21
17.59,4.0,102.25,80.75
45.26,,175.21,89.53
29.99,,430.6,21.61
35.29,2.0,299.28,86.21
29.56,9.0,461.78,85.49
33.25,12.0,445.07,70.3
38.91,2.0,264.52,14.53
19.81,1.0,201.03,71.07
17.36,11.0,66.66,75.33
36.97,4.0,110.66,86.12
10.05,1.0,114.92,52.8
14.37,2.0,150.33,72.7
4.48,5.0,307.01,78.49
56.72,,109.63,65.19
42.18,11.0,224.09,28.49
58.97,17.0,161.54,76.67
56.31,3.0,123.14,12.97
27.73,13.0,59.11,60.41
12.47,13.0,283.16,87.31
35.74,17.0,456.64,7.44
31.06,4.0,159.07,39.76
34.86,10.0,371.44,7.58
33.23,15.0,394.97,71.32
23.69,18.0,80.5,41.83
19.59,10.0,16.57,10.89
49.5,13.0,288.89,64.93
57.57,18.0,494.94,84.79
55.19,13.0,207.14,48.68
59.45,10.0,129.81,80.14
32.31,2.0,286.92,80.18
24.51,6.0,420.95,56.82
12.38,15.0,34.0,82.23
17.44,16.0,7.56,19.91
35.73,19.0,26.0,30.0
48.24,6.0,10.03,70.01
51.99,10.0,250.61,51.44
46.24,,494.89,45.79
53.04,16.0,197.92,46.38
4.97,8.0,177.14,24.4
10.38,,234.3,35.38
25.94,7.0,3.51,53.52
48.79,4.0,60.52,67.87
18.4,5.0,107.81,27.77
11.85,8.0,152.58,79.54
36.44,2.0,39.97,95.91
20.22,8.0,13.81,39.14
21.3,15.0,181.4,27.12
5.86,17.0,238.86,76.43
47.24,8.0,380.77,91.24
7.45,14.0,90.24,23.52
3.42,10.0,297.38,25.51
47.59,12.0,119.33,95.82
29.27,4.0,43.11,81.88
33.88,,326.83,99.38
45.51,14.0,69.67,93.73
42.23,4.0,62.4,40.66
33.33,12.0,99.25,7.63
48.96,2.0,99.59,91.44
3.24,,262.22,64.44
15.41,4.0,102.69,23.83
25.21,9.0,324.52,88.06
47.65,18.0,54.64,52.7
53.37,9.0,152.62,78.0
41.45,,433.68,64.21
21.8,11.0,405.46,48.54
45.94,18.0,488.7,18.53
1.56,2.0,137.43,38.25
52.86,6.0,463.84,11.27
46.39,12.0,390.24,12.79
8.81,10.0,493.94,14.85
29.12,12.0,216.19,44.66
37.67,5.0,162.63,61.27
49.04,,41.37,98.14
2.64,,365.21,87.34
14.61,5.0,228.5,49.44
34.7,,309.76,62.55
55.32,14.0,277.11,59.64
18.53,6.0,324.75,56.31
15.51,14.0,113.64,62.84
23.01,10.0,26.95,20.96
26.55,9.0,107.63,99.21
52.67,,151.86,54.96
18.0,6.0,125.38,16.36
5.8,5.0,330.77,63.8
37.44,6.0,255.15,63.6
57.65,5.0,80.82,23.78
18.11,16.0,370.46,22.16
29.47,8.0,438.94,94.67
51.39,3.0,364.35,73.23
39.19,10.0,200.18,38.26
24.14,10.0,346.62,85.52
31.58,,168.08,40.88
50.32,,94.54,22.05
21.73,9.0,247.4,0.95
11.86,19.0,438.2,14.96
18.93,8.0,288.52,37.15
8.84,6.0,237.23,33.3
16.14,16.0,218.75,51.95
37.93,,75.71,49.46
12.09,7.0,36.73,0.79
1.11,17.0,256.05,27.21
3.02,9.0,127.31,25.78
21.57,14.0,57.42,53.79
47.02,,334.73,49.49
2.6,5.0,373.39,45.15
14.36,5.0,346.29,29.52
1.45,7.0,226.77,61.84
7.61,10.0,133.46,16.43
14.67,13.0,455.22,4.61
44.86,,365.9,60.97
53.05,12.0,473.83,16.24
11.46,1.0,221.35,10.68
29.22,5.0,371.48,0.86
12.96,5.0,203.79,87.17
48.48,5.0,56.64,47.02
54.24,19.0,9.05,97.82
37.02,9.0,183.29,30.47
51.48,,333.57,37.88
29.75,4.0,366.81,95.56
34.75,19.0,5.23,95.37
19.95,8.0,44.23,65.59
13.5,14.0,14.03,15.96
58.52,10.0,20.74,15.35
34.43,17.0,394.7,26.14
35.06,,11.18,28.46
34.87,6.0,362.15,43.87
54.7,3.0,178.65,54.15
9.04,13.0,169.25,76.34
31.1,5.0,361.31,55.67
31.5,2.0,24.74,29.12
33.04,6.0,267.75,67.47
49.82,17.0,339.14,68.78
7.95,4.0,350.33,25.44
29.08,1.0,79.23,17.27
54.22,8.0,36.93,57.54
8.38,9.0,158.89,66.65
47.47,18.0,127.8,4.85
25.03,13.0,131.35,75.95
38.41,4.0,434.49,80.69
27.98,13.0,286.03,30.18
3.93,5.0,125.77,26.45
1.78,5.0,195.93,18.19
39.62,4.0,404.12,81.45
27.12,5.0,143.43,55.28
39.62,14.0,294.14,74.35
28.34,4.0,153.69,78.04
17.93,3.0,371.47,45.07
18.17,5.0,343.43,22.73
54.12,14.0,433.16,23.51
14.51,,471.1,95.65
3.56,9.0,440.2,36.8
1.88,8.0,201.49,20.68
24.78,2.0,107.85,94.85
48.76,2.0,211.03,91.4
14.18,4.0,79.3,6.33
27.88,6.0,352.32,37.32
5.53,2.0,237.91,73.5
14.75,4.0,18.1,63.37
32.65,9.0,92.17,12.34
20.41,4.0,143.04,88.03
44.8,4.0,470.79,85.42
6.34,3.0,441.52,48.87
18.71,7.0,290.4,1.65
57.09,16.0,223.63,6.44
32.36,7.0,140.98,33.63
24.72,2.0,91.49,83.07
8.88,2.0,268.89,23.85
32.85,16.0,304.24,96.52
2.44,13.0,17.38,1.52
12.69,6.0,94.54,73.44
3.86,12.0,362.65,47.32
39.05,,352.25,41.44
35.75,7.0,12.51,63.23
23.98,16.0,413.08,98.45
17.82,1.0,112.35,0.47
45.34,,444.27,86.79
34.21,3.0,360.32,92.93
26.63,5.0,456.49,5.41
10.33,11.0,498.2,35.81
49.72,15.0,327.84,74.22
11.25,19.0,61.3,25.26
2.75,9.0,155.89,45.6
27.27,,115.76,39.66
19.24,4.0,171.13,73.33
30.82,15.0,190.01,6.92
23.55,15.0,257.42,36.41
31.97,17.0,281.36,62.36
35.79,18.0,132.91,29.15
35.28,11.0,262.06,79.07
40.1,18.0,364.86,51.33
41.88,,243.52,38.84
57.33,4.0,329.46,0.79
43.2,,478.18,85.07
54.06,4.0,165.98,80.83
44.64,14.0,348.4,76.26
57.24,5.0,56.96,7.26
11.93,,411.64,55.22
11.64,19.0,418.55,27.38
37.33,,57.12,25.27
47.44,11.0,89.05,50.47
34.0,11.0,493.17,47.75
2.55,,368.85,72.56
34.03,18.0,371.06,48.01
13.95,18.0,33.9,7.42
51.11,4.0,480.64,69.42
51.33,4.0,391.93,55.95
15.05,1.0,61.18,38.71
18.12,13.0,203.53,28.31
8.9,8.0,485.01,18.36
38.99,17.0,223.5,93.5
22.35,2.0,221.89,93.88
44.27,4.0,414.69,89.44
23.48,2.0,270.78,74.79
34.42,3.0,187.56,64.64
58.39,10.0,238.04,96.5
46.88,3.0,84.52,75.41
54.8,11.0,65.25,12.85
16.16,9.0,312.71,8.93
36.51,10.0,191.78,75.23
36.37,,396.76,51.29
19.24,11.0,125.99,94.15
42.86,18.0,414.01,14.64
54.73,13.0,312.92,20.9
26.59,11.0,263.02,65.55
14.94,,204.21,81.84
8.76,7.0,0.84,63.76
20.81,6.0,462.05,21.17
16.43,10.0,383.66,94.82
4.81,,71.53,85.68
50.34,13.0,430.48,17.14
12.13,18.0,171.72,5.03
26.83,6.0,349.38,8.81
26.68,17.0,53.0,88.13
49.89,11.0,483.06,72.33
50.21,17.0,257.24,10.95
31.7,1.0,177.59,81.32
44.81,2.0,335.51,38.67
35.24,17.0,495.42,7.95
39.31,2.0,438.72,69.35
24.04,14.0,72.27,92.06
40.79,5.0,160.3,41.79
2.95,3.0,225.09,27.08
55.9,8.0,497.08,3.73
51.46,2.0,272.24,98.11
33.86,15.0,437.09,36.89
5.86,9.0,167.48,55.68
55.4,17.0,433.07,14.04
31.86,14.0,291.79,18.63
36.82,16.0,89.72,22.01
34.3,19.0,434.87,19.61
30.28,16.0,208.77,42.96
18.47,13.0,215.71,97.39
36.41,14.0,63.67,74.16
11.65,8.0,109.87,61.15
46.15,6.0,370.25,90.12
20.31,11.0,67.56,62.43
57.87,6.0,440.05,28.79
37.0,17.0,455.54,52.73
55.89,7.0,416.61,26.07
30.5,3.0,198.98,75.78
9.01,3.0,79.99,5.28
43.89,1.0,210.66,63.31
46.35,,244.52,87.63
48.16,11.0,93.41,21.56
21.83,15.0,478.72,97.77
52.4,7.0,458.82,69.82
26.23,17.0,19.31,10.69
56.61,12.0,91.72,95.3
40.6,18.0,131.01,9.79
33.01,8.0,203.01,87.22
7.75,5.0,138.47,69.99
35.39,4.0,54.06,55.6
52.37,2.0,423.92,71.56
13.51,18.0,238.0,23.58
26.84,3.0,111.12,62.22
20.47,,87.86,2.35
6.97,,249.77,78.82
55.71,13.0,254.11,97.51
5.86,10.0,498.3,80.08
18.81,14.0,370.76,73.43
32.12,13.0,52.28,90.69
52.95,3.0,195.5,14.58
41.76,8.0,230.71,77.51
50.35,16.0,283.78,49.54
8.29,5.0,273.12,11.45
35.9,6.0,474.36,33.56
53.22,10.0,104.9,3.23
2.67,1.0,208.12,50.26
55.07,17.0,127.55,21.59
59.9,13.0,83.92,58.46
11.78,11.0,297.4,27.05
3.74,1.0,412.25,53.4
21.76,8.0,161.36,43.72
6.5,7.0,324.88,20.63
12.98,13.0,490.61,87.31
25.22,14.0,203.28,87.44
56.4,11.0,425.09,62.64
1.49,5.0,434.91,54.62
27.62,4.0,175.16,28.94
34.08,13.0,71.97,83.71
22.95,17.0,215.0,55.09
41.53,18.0,420.74,82.35
47.63,2.0,133.68,7.55
28.43,5.0,189.63,41.99
52.93,5.0,386.89,37.39
11.24,2.0,160.8,3.08
28.01,10.0,476.08,2.75
55.64,8.0,451.41,35.78
4.98,6.0,132.77,35.79
5.94,12.0,220.23,26.84
47.94,,339.7,71.12
58.03,16.0,201.58,13.03
38.2,7.0,353.39,22.43
1.87,12.0,109.04,2.77
21.27,18.0,328.77,0.4
15.67,19.0,405.4,75.96
3.06,1.0,89.38,30.1
24.9,2.0,135.74,70.08
24.4,4.0,235.38,13.75
4.27,3.0,59.23,63.85
49.23,11.0,126.83,93.65
3.3,7.0,118.82,55.58
37.83,6.0,189.78,73.31
43.9,5.0,91.93,92.21
37.77,3.0,314.61,73.74
33.95,8.0,416.65,92.14
33.78,11.0,345.71,45.28
44.97,19.0,257.7,46.39
33.18,13.0,283.55,38.69
36.42,13.0,215.34,46.57
12.04,,53.54,17.57
59.58,6.0,29.27,98.45
51.95,,129.14,26.21
27.13,18.0,450.39,54.14
31.43,1.0,320.63,1.65
14.27,6.0,169.7,68.77
32.38,,43.93,59.6
12.71,13.0,277.8,65.39
9.71,9.0,95.31,89.05
23.34,2.0,307.55,91.86
41.75,1.0,299.03,39.51
29.99,2.0,430.04,22.16
47.58,4.0,494.74,52.14
16.62,13.0,428.54,96.6
6.99,2.0,313.51,5.3
8.96,6.0,44.11,30.41
46.84,12.0,341.52,29.32
2.13,4.0,227.57,64.22
39.33,15.0,245.94,76.02
47.39,18.0,390.28,77.35
34.17,17.0,226.84,3.38
3.44,13.0,133.2,71.91
21.92,3.0,64.86,27.6
4.39,12.0,2.55,84.33
56.31,7.0,436.53,18.82
37.7,3.0,260.04,83.78
4.32,15.0,122.83,43.81
53.98,17.0,146.64,64.07
46.25,19.0,322.67,83.51
53.58,15.0,161.69,67.78
51.91,,195.68,82.23
18.65,3.0,206.37,37.21
28.6,3.0,494.45,45.07
53.55,4.0,57.52,65.91
27.12,15.0,198.52,89.0
15.07,8.0,96.98,68.13
27.32,2.0,445.24,30.27
28.01,4.0,66.63,62.66
30.85,4.0,349.07,24.89
15.25,4.0,348.25,35.2
57.62,11.0,144.99,93.42
12.47,4.0,121.88,12.6
48.6,2.0,409.69,70.2
56.72,14.0,197.36,95.74
2.39,17.0,131.5,12.83
12.38,,267.72,51.47
9.21,17.0,196.83,27.05
36.11,,222.23,94.44
4.02,,291.88,65.88
15.2,15.0,221.82,78.08
54.21,14.0,91.69,96.25
57.68,14.0,257.19,0.8
26.82,1.0,466.58,69.19
53.07,19.0,447.66,98.73
55.44,7.0,387.57,86.43
49.9,4.0,479.78,10.0
10.61,9.0,179.38,90.49
52.73,1.0,178.7,5.77
31.17,15.0,171.85,40.77
34.64,4.0,237.4,81.91
40.54,,256.53,63.78
6.13,19.0,418.24,42.38
30.46,4.0,166.01,60.84
4.48,13.0,462.53,68.24
27.49,18.0,398.39,66.57
28.11,12.0,246.09,98.84
45.25,7.0,184.71,0.74
38.4,15.0,143.74,74.33
3.91,15.0,98.63,29.58
31.12,2.0,410.25,91.71
4.8,8.0,162.12,91.87
31.4,3.0,183.66,0.47
41.65,1.0,115.49,19.98
11.13,17.0,488.99,27.65
47.92,4.0,480.63,44.36
56.19,19.0,433.3,29.31
22.73,,253.88,29.56
21.98,7.0,324.28,90.24
25.96,,138.48,24.05
23.72,12.0,493.99,20.48
2.5,7.0,130.79,28.67
47.51,16.0,191.4,99.52
31.15,5.0,128.2,1.51
41.0,10.0,361.94,78.78
57.68,19.0,379.08,43.02
46.65,17.0,439.18,0.93
13.62,1.0,285.82,59.58
35.66,9.0,367.21,99.5
9.91,19.0,494.11,33.39
24.05,5.0,452.9,34.85
37.6,5.0,464.96,25.9
48.87,7.0,134.59,19.95
40.39,17.0,375.77,7.94
33.25,8.0,122.54,52.69
30.24,6.0,271.23,97.73
46.03,15.0,367.91,55.89
8.18,15.0,14.35,17.93
44.38,15.0,398.54,35.23
30.41,8.0,62.72,8.09
34.92,18.0,407.21,55.85
23.17,13.0,326.96,6.04
7.18,,3.58,48.67
39.13,6.0,216.67,25.19
28.06,14.0,252.8,11.45
33.79,11.0,2.92,48.91
52.62,6.0,463.2,81.96
25.44,17.0,73.08,92.17
7.6,14.0,323.82,36.27
49.08,10.0,452.73,39.84
58.6,10.0,300.85,89.74
49.24,3.0,449.15,90.3
26.22,5.0,235.66,21.42
20.28,12.0,480.58,75.19
33.48,,427.28,39.37
19.38,11.0,436.93,43.29
58.92,13.0,100.49,30.38
38.69,5.0,16.41,67.38
58.06,13.0,54.34,17.06
4.56,,180.1,43.89
14.28,3.0,488.61,61.66
18.96,4.0,370.8,63.48
28.15,1.0,386.52,58.19
45.17,,64.58,2.61
59.97,7.0,291.79,3.94
56.42,11.0,180.66,86.28
7.03,,440.05,30.69
13.17,10.0,173.24,10.65
27.31,4.0,452.95,66.57
53.52,6.0,99.51,26.45
1.99,4.0,137.32,58.07
42.07,,340.06,12.53
37.86,7.0,187.67,70.57
51.46,14.0,376.94,20.06
36.53,12.0,482.23,84.58
27.31,1.0,283.89,69.2
29.39,5.0,58.61,36.12
40.81,13.0,341.59,71.03
41.97,,306.94,81.44
3.22,4.0,64.79,69.53
38.0,10.0,498.14,43.37
48.37,10.0,178.33,81.56
42.63,8.0,80.12,85.29
4.71,,256.42,23.22
30.06,13.0,120.26,72.17
26.67,1.0,74.7,41.41
20.79,2.0,352.45,72.04
13.22,19.0,7.42,23.14
16.99,7.0,258.13,74.46
55.65,,338.36,36.21
3.68,19.0,286.2,24.45
7.08,6.0,387.06,87.17
7.49,8.0,29.99,20.2
29.93,6.0,155.65,79.17
17.45,8.0,422.09,66.47
33.36,6.0,202.29,27.79
13.09,,96.31,34.82
26.31,9.0,170.11,12.38
25.15,5.0,91.24,51.75
36.61,9.0,487.69,3.59
44.21,4.0,388.23,83.03
23.81,14.0,102.79,98.72
24.97,16.0,438.84,53.71
45.48,,170.07,51.79
1.81,6.0,407.63,37.25
55.1,19.0,307.84,38.86
54.82,9.0,18.92,94.76
53.59,,316.01,44.98
27.84,13.0,447.16,33.37
5.6,,266.03,91.19
25.76,14.0,277.52,6.46
49.84,17.0,149.66,9.8
58.86,17.0,417.68,5.27
44.79,15.0,280.67,79.41
25.69,6.0,484.73,47.79
24.91,11.0,196.77,7.94
29.33,4.0,34.65,27.35
58.83,7.0,239.23,92.28
44.65,4.0,86.56,21.29
11.72,8.0,314.0,44.63
31.43,15.0,114.74,27.38
17.28,17.0,383.53,49.11
27.41,3.0,216.14,39.35
49.97,13.0,421.31,48.63
5.16,5.0,457.77,11.57
4.98,15.0,395.85,67.9
21.84,6.0,339.84,96.26
55.82,12.0,242.89,92.62
13.74,2.0,418.36,16.65
17.34,13.0,370.2,78.51
2.18,4.0,496.44,8.23
14.55,13.0,114.71,4.54
12.61,18.0,469.37,29.59
41.14,3.0,199.15,50.88
26.2,10.0,236.91,46.57
18.94,9.0,246.04,16.68
15.18,18.0,124.78,54.69
52.97,13.0,29.85,41.33
46.53,7.0,202.28,73.8
23.25,14.0,67.38,62.18
22.08,2.0,2.1,32.1
58.87,4.0,274.09,62.27
15.63,4.0,230.81,89.07
1.05,17.0,322.86,93.72
17.04,11.0,271.08,43.18
40.8,8.0,15.69,68.68
13.86,1.0,398.25,66.87
56.26,18.0,12.94,57.26
12.61,10.0,357.61,74.61
14.5,13.0,391.31,62.22
40.65,1.0,221.69,37.13
51.15,17.0,35.76,8.75
54.96,14.0,430.29,56.13
54.01,3.0,255.13,32.36
44.92,,321.48,60.37
44.81,14.0,117.68,33.93
36.04,13.0,305.07,40.86
51.27,7.0,252.47,19.33
6.34,4.0,70.64,90.28
3.9,10.0,36.74,14.25
13.23,1.0,454.63,64.11
43.2,16.0,397.43,7.39
8.83,11.0,7.32,87.36
49.05,12.0,229.04,89.2
27.2,5.0,493.12,2.5
32.93,1.0,118.5,32.35
49.12,14.0,245.97,96.69
57.7,14.0,330.66,79.58
34.87,,431.39,30.92
45.6,18.0,497.14,96.88
24.02,11.0,331.28,72.87
20.61,7.0,259.31,10.3
8.13,11.0,247.6,7.94
18.21,8.0,251.02,72.29
23.75,11.0,186.58,15.41
37.08,11.0,151.56,76.13
31.92,7.0,267.53,17.82
1.97,2.0,279.39,78.26
56.4,18.0,209.95,43.14
45.67,18.0,100.68,60.94
21.28,13.0,351.12,21.88
20.6,12.0,46.27,99.66
41.97,14.0,415.33,6.14
32.48,,380.69,96.29
9.35,10.0,423.24,69.22
22.8,5.0,499.22,11.33
7.93,11.0,401.45,6.96
53.81,8.0,426.8,39.88
39.66,4.0,15.24,49.23
38.12,5.0,35.69,53.14
44.68,17.0,458.33,64.0
36.54,8.0,381.55,78.7
19.1,7.0,108.25,53.16
57.74,19.0,411.13,47.22
13.83,13.0,258.53,37.1
32.69,6.0,274.08,32.06
35.85,,370.58,19.05
39.58,13.0,352.16,24.32
13.0,,399.31,1.77
55.98,10.0,324.43,44.05
35.02,18.0,262.72,62.23
4.19,13.0,138.15,89.8
39.61,4.0,97.18,95.8
22.14,9.0,301.91,63.97
58.01,9.0,188.58,96.2
17.83,19.0,310.1,91.8
6.22,18.0,420.0,43.09
25.78,8.0,211.09,17.24
3.37,4.0,185.58,73.39
54.48,11.0,239.92,23.92
21.48,6.0,474.35,96.75
7.17,16.0,168.06,99.04
51.97,15.0,496.3,52.67
54.58,4.0,142.38,22.06
57.73,19.0,83.77,19.97
6.9,14.0,232.59,61.64
46.76,3.0,205.75,64.27
59.94,19.0,289.14,66.32
29.22,7.0,58.63,19.44
27.89,9.0,123.77,9.36
10.3,8.0,384.77,4.84
10.11,9.0,201.63,77.37
30.88,,489.81,43.16
41.88,12.0,260.14,27.06
12.28,10.0,59.45,31.36
53.34,7.0,108.79,80.0
3.35,9.0,421.11,42.97
14.73,,150.67,3.03
52.77,6.0,106.75,60.76
39.94,15.0,368.1,15.59
53.97,1.0,122.47,73.03
3.27,17.0,173.1,77.64
23.31,17.0,466.89,99.07
44.63,6.0,41.48,81.73
35.98,9.0,366.49,46.68
54.02,8.0,173.32,51.04
12.93,3.0,42.69,4.3
30.69,14.0,308.72,65.94
57.74,8.0,479.38,60.25
15.81,14.0,245.53,58.22
32.24,16.0,41.68,81.73
37.0,5.0,28.58,67.99
34.43,3.0,45.74,72.67
11.94,3.0,5.03,90.72
17.52,9.0,123.95,47.19
36.11,15.0,9.8,27.88
17.59,2.0,68.41,9.4
51.72,16.0,293.52,12.66
18.76,9.0,57.26,17.83
13.96,18.0,137.38,41.76
16.63,9.0,89.23,57.87
23.25,15.0,112.02,14.6
10.02,6.0,14.28,70.72
22.81,4.0,212.3,7.35
47.66,5.0,99.77,77.01
45.8,6.0,256.6,90.81
45.57,14.0,387.27,79.44
40.02,,248.78,97.77
51.88,12.0,376.88,84.41
10.68,1.0,323.03,28.32
42.98,,290.93,10.22
58.38,6.0,386.12,19.81
40.65,16.0,456.21,29.62
2.35,13.0,193.88,39.62
21.09,10.0,251.35,59.38
22.27,9.0,421.08,37.89
10.36,17.0,360.43,6.81
50.19,9.0,21.29,64.07
43.25,15.0,151.05,45.98
5.13,2.0,497.39,22.66
56.81,11.0,79.74,52.88
15.94,19.0,237.85,25.41
46.02,9.0,277.1,17.39
56.21,18.0,271.64,28.14
50.13,12.0,1.52,8.31
51.56,4.0,452.51,78.14
18.53,9.0,436.06,6.45
52.18,,200.18,99.95
45.92,4.0,357.9,73.69
7.84,1.0,153.18,41.44
5.91,8.0,291.54,56.86
29.59,4.0,385.12,16.68
9.99,12.0,414.83,87.37
48.64,16.0,200.51,63.48
46.9,10.0,223.76,8.31
41.67,5.0,443.81,98.63
43.09,6.0,90.72,96.8
56.46,15.0,237.99,69.91
11.35,14.0,66.1,37.37
59.07,19.0,379.71,97.94
37.95,8.0,33.3,68.05
7.59,6.0,388.32,18.48
37.24,15.0,84.14,92.66
1.69,12.0,403.93,61.68
25.27,13.0,91.13,57.86
23.54,11.0,481.73,80.97
25.5,12.0,451.86,90.7
12.29,,364.43,45.36
56.5,16.0,199.32,49.79
3.79,5.0,241.2,10.76
37.77,17.0,37.72,31.69
34.04,18.0,168.41,8.78
8.08,9.0,424.85,96.93
19.26,2.0,142.31,12.92
9.49,17.0,21.43,98.88
37.99,14.0,146.6,91.43
5.76,16.0,6.89,90.56
55.53,16.0,211.39,80.73
25.96,15.0,340.06,77.13
3.31,18.0,32.17,5.93
20.31,9.0,43.49,84.81
43.69,1.0,314.17,5.13
5.56,2.0,326.24,21.0
57.58,18.0,276.46,39.8
26.07,4.0,279.89,23.31
6.02,12.0,70.63,30.69
48.54,9.0,371.82,52.87
53.33,1.0,298.91,10.57
50.75,,487.75,85.91
1.1,16.0,244.22,4.52
15.83,10.0,371.36,76.71
53.93,2.0,443.1,80.6
29.45,16.0,53.44,17.83
54.07,12.0,381.98,79.18
26.1,3.0,126.07,81.9
14.67,9.0,372.45,68.01
26.08,3.0,447.9,26.87
24.78,,432.2,48.95
48.97,1.0,318.33,89.24
20.21,12.0,194.14,87.83
56.33,17.0,68.13,58.68
35.32,16.0,67.63,78.81
35.44,16.0,420.17,5.41
13.82,15.0,108.11,62.26
31.54,15.0,12.8,10.52
51.48,8.0,460.8,20.31
59.8,8.0,313.03,3.66
57.24,13.0,57.92,9.35
8.45,12.0,94.33,20.64
30.85,2.0,236.79,85.29
7.78,,36.78,19.32
46.31,8.0,111.11,40.88
43.48,15.0,403.23,65.26
29.26,12.0,162.91,47.39
14.65,,185.65,79.36
54.54,9.0,173.89,32.02
51.18,15.0,101.2,69.02
57.0,19.0,389.82,60.51
17.99,11.0,326.82,72.91
30.06,17.0,459.8,3.51
55.66,,435.9,73.97
42.91,13.0,183.73,72.71
27.21,16.0,457.68,31.22
8.63,13.0,5.44,88.57
37.89,18.0,76.27,90.89
36.73,1.0,305.72,33.17
13.09,11.0,393.58,11.0
27.68,12.0,183.71,70.68
36.06,16.0,80.53,34.69
19.34,,369.33,66.12
4.75,3.0,78.03,50.0
23.78,7.0,318.58,72.17
14.37,15.0,195.79,44.93
30.04,18.0,1.38,23.85
28.58,5.0,140.58,48.43
54.34,9.0,408.24,66.19
13.85,7.0,146.02,55.88
6.14,7.0,378.47,8.64
52.06,,334.62,94.48
53.94,3.0,199.55,42.55
49.45,8.0,423.48,51.11
48.13,,96.42,90.61
44.47,16.0,54.22,3.2
29.46,18.0,150.0,24.24
37.28,16.0,272.5,52.38
57.73,7.0,402.78,96.7
5.39,2.0,301.9,64.29
56.89,11.0,80.47,51.6
6.88,5.0,172.77,89.25
56.83,6.0,193.29,32.16
23.26,14.0,202.87,22.05
13.14,3.0,290.59,87.66
27.49,18.0,425.07,30.02
39.46,15.0,316.1,53.17
55.06,15.0,392.61,4.94
59.65,4.0,445.19,26.83
1.09,17.0,309.9,85.97
